Date,XLY Adjusted Close,XLE Adjusted Close,XLF Adjusted Close,XLI Adjusted Close,XLB Adjusted Close,FRESX Adjusted Close,XLK Adjusted Close,XLU Adjusted Close,SP500 Adjusted Close,Date_CPI,CPI_EOM
2007-04-09,33.29,50.739,23.362,28.9,30.975,27.756,20.332,28.141,1444.61,,
2007-04-05,33.316,50.928,23.369,28.932,30.507,27.77,20.332,27.935,1443.76,,
2007-04-04,33.05,50.598,23.356,28.843,30.547,27.799,20.256,27.811,1439.37,,
2007-04-03,33.144,50.516,23.356,28.956,30.499,27.893,20.136,27.935,1437.77,,
2007-04-02,32.724,50.203,23.068,28.754,30.174,27.589,19.974,27.9,1424.55,,
2007-03-30,32.613,49.716,23.284,28.706,30.182,27.299,19.872,27.248,1420.86,,
2007-03-29,32.527,50.409,23.218,28.738,30.126,27.017,19.915,27.53,1422.53,,
2007-03-28,32.416,50.095,23.101,28.746,29.896,26.995,19.889,27.372,1417.23,,
2007-03-27,32.784,50.104,23.395,28.981,30.198,27.169,20.119,27.427,1428.61,,
2007-03-26,32.99,50.013,23.539,29.118,30.531,27.517,20.111,27.468,1437.5,,
2007-03-23,33.153,49.667,23.656,29.36,30.317,27.879,20.085,27.351,1436.11,,
2007-03-22,33.136,49.419,23.63,29.191,30.19,27.857,20.136,27.221,1434.54,,
2007-03-21,33.23,48.446,23.774,29.134,30.333,27.929,20.213,27.248,1435.04,,
2007-03-20,32.716,47.588,23.245,28.738,29.991,27.48,19.813,26.933,1410.94,,
2007-03-19,32.476,47.25,23.035,28.666,29.865,27.444,19.685,26.548,1402.06,,
2007-03-16,32.004,46.508,22.885,28.464,29.428,27.118,19.557,26.356,1386.95,,
2007-03-15,32.117,47.013,22.971,28.362,29.668,27.372,19.591,26.447,1392.28,,
2007-03-14,32.049,47.022,22.698,28.33,29.113,27.06,19.582,26.112,1387.17,,
2007-03-13,32.109,46.487,22.646,28.217,28.931,26.944,19.404,25.982,1377.95,,
2007-03-12,32.708,47.12,23.342,28.7,29.652,27.683,19.719,26.337,1406.6,,
2007-03-09,32.751,47.186,23.342,28.563,29.557,27.589,19.6,26.078,1402.84,,
2007-03-08,32.682,47.391,23.284,28.418,29.216,27.234,19.548,26.112,1401.89,,
2007-03-07,32.425,46.98,23.076,28.209,28.931,26.836,19.386,25.976,1391.97,,
2007-03-06,32.46,46.405,23.212,28.322,29.074,27.183,19.634,26.03,1395.41,,
2007-03-05,31.912,45.542,22.737,27.999,28.495,26.3,19.335,25.648,1374.12,,
